Month,Ticker,ESG_Rating,ESG_Score
6,PEP,AA,7.9
6,PETS,BB,3.8
6,PFBC,B,2.5
6,PFE,B,2.8
6,PFG,BBB,5.3
6,PFS,BB,4.2
6,PG,AA,7.9
6,PGR,BBB,4.7
6,PGTI,BB,3
6,PH,A,6.1
6,PHM,BB,3.5
6,PII,B,1.7
6,PIPR,B,2.4
6,PK,BBB,4.6
6,PKE,BB,3
6,PKG,B,2
6,PKI,BBB,5.2
6,PLAB,B,2.3
6,PLAY,BBB,4.3
6,PLCE,BBB,5.6
6,PLD,AA,7.3
6,PLT,A,6
6,PLUS,A,6.5
6,PLXS,A,7
6,PM,BBB,5.4
6,PMT,B,1.8
6,PNC,A,7.1
6,PNFP,BBB,4.6
6,PNM,BB,3
6,PNR,BBB,5.5
6,PNW,A,7
6,POOL,A,6.9
6,POST,BB,4
6,POWI,BBB,4.5
6,POWL,B,1.6
6,PPBI,B,2.5
6,PPC,BB,4
6,PPG,A,6.7
6,PPL,BBB,5.7
6,PRA,BB,3.2
6,PRAA,A,6
6,PRAH,BB,3.6
6,PRDO,CCC,0
6,PRFT,BBB,4.4
6,PRGO,BBB,5.6
6,PRGS,A,6.2
6,PRI,BB,4.2
6,PRK,BB,2.9
6,PRLB,BBB,5.2
6,PRSC,A,6.9
6,PRSP,BB,2.9
6,PRU,A,6.9
6,PSA,B,1.6
6,PSB,B,2.2
6,PSMT,A,5.8
6,PSX,BBB,5.6
6,PTC,A,7.1
6,PTEN,B,2.3
6,PUMP,B,2
6,PVH,AA,8.2
6,PWR,AA,8.5
6,PXD,BB,3.6
6,PYPL,A,6.5
6,PZZA,B,1.7
6,QCOM,B,1.6
6,QDEL,BBB,5.2
6,QLYS,BBB,5.3
6,QNST,B,2.8
6,QRVO,BB,3.9
6,R,AA,8.4
6,RAMP,B,2.1
6,RAVN,AA,7.7
6,RBC,BBB,4.4
6,RC,BB,3.2
6,RCII,BBB,5.6
6,RCL,BBB,4.6
6,RCM,AA,8
6,RDNT,BBB,4.9
6,RE,CCC,1.2
6,REG,A,6.8
6,REGI,BBB,5.4
6,REGN,BB,3.6
6,RES,BB,3
6,REX,B,2.3
6,REXR,BB,4.1
6,REZI,A,6.7
6,RF,A,7.1
6,RGA,BB,4.2
6,RGEN,A,6
6,RGLD,A,6.7
6,RGNX,BB,3.6
6,RGP,BBB,4.8
6,RGR,B,1.7
6,RGS,BB,3.8
6,RH,BB,3.8
6,RHI,AA,8.2
6,RJF,BB,2.9
6,RL,BB,3.5
6,RLGY,BBB,5.4
6,RLI,B,2.1
6,RMAX,B,2.4
6,RMBS,BBB,4.8
6,RMD,AA,7.9
6,RNR,B,1.6
6,RNST,B,1.7
6,ROCK,BB,3.9
6,ROG,A,6.5
6,ROIC,B,1.9
6,ROK,A,6.6
6,ROL,BB,3.3
6,ROP,A,6.5
6,ROST,BB,3.1
6,RPAI,B,1.9
6,RPM,BB,3.3
6,RPT,B,1.9
6,RRC,BB,3.1
6,RS,A,6.9
6,RSG,B,2.7
6,RTX,A,6.6
6,RUN,A,6.8
6,RUTH,BB,3.5
6,RWT,BB,3.2
6,RYN,BB,3.2
6,SABR,BBB,5.6
6,SAFE,B,1.6
6,SAFM,B,2.6
6,SAFT,B,2.6
6,SAH,BB,3.6
6,SAIA,BB,4.2
6,SAIC,BB,3.2
6,SAIL,BB,4.1
6,SAM,B,1.6
6,SANM,BB,3
6,SBAC,BBB,5.5
6,SBCF,BB,4.2
6,SBH,BBB,4.4
6,SBNY,BB,4.2
6,SBRA,BB,3.8
6,SBSI,BB,2.9
6,SBUX,BBB,5.2
6,SCHL,BBB,4.5
6,SCHW,BB,4.2
6,SCI,BBB,5
6,SCL,BBB,4.7
6,SCSC,BB,3.5
6,SCVL,BBB,4.4
6,SEDG,BB,2.9
6,SEE,BBB,5.2
6,SEIC,B,2.6
6,SEM,A,7.1
6,SF,B,2.6
6,SFBS,BBB,5
6,SFM,BBB,5.2
6,SFNC,BBB,5.4
6,SGH,B,2.6
6,SGMS,BB,3.5
6,SHAK,BBB,5.2
6,SHEN,BBB,4.5
6,SHOO,BB,3.8
6,SHW,BBB,5.6
6,SIG,BBB,5.4
6,SIGI,BB,3.2
6,SITC,BB,4.1
6,SIVB,A,7.1
6,SIX,BB,2.9
6,SJI,A,6.4
6,SJM,BBB,4.3
6,SKT,B,2.4
6,SKX,B,2.4
6,SKYW,B,2.6
6,SLAB,BBB,4.5
6,SLB,BBB,5.7
6,SLG,BB,3.2
6,SLGN,B,2.4
6,SLM,B,2
6,SLP,BB,3.6
6,SMG,BB,3
6,SMP,BB,3.9
6,SMTC,BB,4.2
6,SNA,A,5.8
6,SNBR,BBB,4.6
6,SNEX,BBB,4.7
6,SNPS,BB,2.9
6,SNV,BB,2.9
6,SNX,BBB,5.7
6,SO,AA,7.4
6,SON,BBB,4.8
6,SPG,BBB,4.6
6,SPGI,A,7
6,SPPI,B,1.6
6,SPSC,BBB,5
6,SPTN,A,5.8
6,SPXC,BB,4.2
6,SR,BB,4
6,SRC,B,2.2
6,SRCL,CCC,0.4
6,SRDX,BBB,4.8
6,SRE,A,6
6,SSD,B,1.8
6,SSP,BB,3.9
6,SSTK,B,2.8
6,STAR,BB,3.5
6,STBA,BB,4.2
6,STC,BB,2.9
6,STE,A,5.8
6,STL,BB,3.3
6,STLD,BBB,5.6
6,STMP,B,2.8
6,STOR,B,2.7
6,STRA,B,2.7
6,STT,AA,8.5
6,STX,BBB,5.2
6,STZ,BB,2.9
6,SUPN,BBB,4.4
6,SVC,BB,4.1
6,SWK,BBB,5.2
6,SWKS,A,5.8
6,SWM,B,1.8
6,SWN,BBB,4.9
6,SWX,A,6
6,SXC,BB,4.1
6,SXI,BB,3.5
6,SXT,BB,3
6,SYF,BB,4
6,SYK,B,2.4
6,SYKE,A,5.9
6,SYNA,BB,4.2
6,SYNH,B,2.1
6,SYY,BBB,5.5
6,T,BB,3
6,TALO,BB,3.3
6,TAP,AA,8.2
6,TBI,AA,8.5
6,TBK,BB,3.7
6,TCBI,BBB,4.6
6,TCF,BBB,4.6
6,TCMD,A,6.4
6,TCO,B,2.2
6,TDC,AAA,10
6,TDG,BB,4.1
6,TDS,B,1.8
6,TDY,BBB,5.6
6,TECH,BB,3.6
6,TEL,AA,7.4
6,TER,BB,2.9
6,TEX,BBB,4.9
6,TFX,BB,3.6
6,TG,B,2
6,TGI,BB,4.1
6,TGNA,BBB,5.5
6,TGT,A,6.4
6,THC,BB,4
6,THG,BBB,5.3
6,THO,BBB,5.5
6,THRM,AA,7.8
6,THS,BBB,5.1
6,TIF,AAA,10
6,TILE,BBB,4.5
6,TJX,BBB,4.9
6,TKR,BB,3.9
6,TMHC,BBB,5.7
6,TMO,BB,4.2
6,TMP,B,2.5
6,TMUS,BB,3
6,TNC,A,6.5
6,TOL,BB,3.5
6,TPH,BB,4.1
6,TPR,BBB,5
6,TPRE,B,1.6
6,TPX,BB,3.1
6,TR,B,1.7
6,TREE,B,1.7
6,TREX,BBB,5.5
6,TRHC,B,1.8
6,TRIP,BBB,5.1
6,TRMB,AA,8.3
6,TRMK,BBB,4.6
6,TRN,BB,4.1
6,TROW,AA,8.2
6,TRST,BB,2.9
6,TRUP,B,2.8
6,TRV,A,7.1
6,TSCO,A,5.9
6,TSE,BBB,5.1
6,TSN,BB,3.1
6,TT,AA,8.1
6,TTC,A,6.2
6,TTEC,BBB,5.6
6,TTEK,A,6.7
6,TTGT,B,1.6
6,TTMI,BBB,4.3
6,TTWO,BBB,5.2
6,TVTY,AA,7.4
6,TWTR,BB,3.3
6,TXN,AA,8.4
6,TXRH,B,2.2
6,TXT,BB,4.1
6,TYL,BB,3.2
6,UAA,BBB,5.6
6,UBA,B,1.6
6,UBSI,BB,3.3
6,UCBI,BB,3.3
6,UCTT,BB,2.9
6,UDR,A,5.9
6,UE,CCC,0
6,UEIC,B,1.9
6,UFCS,B,1.8
6,UFPI,B,2.7
6,UFS,A,6.8
6,UGI,BBB,5.5
6,UHS,CCC,1.4
6,UHT,B,1.9
6,UIHC,B,1.5
6,UIS,B,2.6
6,ULTA,BB,3.3
6,UMBF,BBB,4.6
6,UMPQ,BBB,5.4
6,UNF,A,6.3
6,UNFI,AA,8.1
6,UNH,BB,4
6,UNIT,BBB,4.5
6,UNM,B,2.8
6,UNP,BBB,5.2
6,UNVR,B,2.3
6,UPS,A,5.9
6,URBN,BB,3.3
6,URI,BBB,5.5
6,USB,BB,2.9
6,USCR,A,7
6,USNA,BB,3.6
6,USPH,A,6.3
6,UTHR,B,2.8
6,UVE,BB,2.9
6,UVV,BBB,4.6
6,V,A,6.2
6,VAC,BBB,5.4
6,VAR,BBB,5.2
6,VBTX,B,2.1
6,VC,BBB,5.2
6,VECO,BB,2.9
6,VFC,AA,7.9
6,VG,B,1.8
6,VGR,BBB,5.2
6,VIAC,B,2.7
6,VIAV,BB,3.2
6,VICR,BB,3.1
6,VIVO,BBB,5.2
6,VLO,BBB,4.6
6,VLY,BBB,4.6
6,VMC,BB,4.1
6,VMI,A,5.9
6,VNDA,BB,3.2
6,VNO,BB,3.8
6,VREX,A,5.8
6,VRSK,BBB,5.5
6,VRSN,BBB,5.6
6,VRTS,BBB,5.6
6,VRTU,A,7.1
6,VRTX,AA,7.2
6,VSAT,B,2.8
6,VSH,BBB,4.3
6,VSTO,A,7
6,VTR,BBB,5.7
6,VVI,A,6.7
6,VVV,BB,3.1
6,VZ,BB,4.2
6,WAB,BB,3
6,WABC,BB,2.9
6,WAFD,BB,4.2
6,WAT,AA,7.3
6,WBA,BBB,4.8
6,WBS,A,5.8
6,WD,B,1.7
6,WDC,B,1.6
6,WDFC,B,2.3
6,WDR,B,2.6
6,WEC,A,7
6,WELL,A,5.9
6,WEN,BBB,4.8
6,WERN,BBB,5.5
6,WETF,BB,3.5
6,WEX,A,5.9
6,WFC,CCC,0.8
6,WGO,BB,4.2
6,WH,BB,3.2
6,WHR,BB,3.1
6,WING,BB,3.9
6,WIRE,B,1.9
6,WLTW,BBB,5.3
6,WM,BBB,4.3
6,WMB,BB,4.2
6,WMT,BBB,5.2
6,WNC,BBB,5.7
6,WOR,BB,3.1
6,WPX,B,1.8
6,WRB,B,2.1
6,WRE,BB,3.8
6,WRI,B,1.6
6,WRK,BB,3.6
6,WRLD,B,2.4
6,WSM,A,6.4
6,WSO,BB,4.2
6,WSR,B,2.4
6,WST,AA,7.9
6,WTFC,BBB,5
6,WTRG,BBB,4.9
6,WTS,A,7.1
6,WU,A,7.1
6,WW,A,6.9
6,WWD,A,7.1
6,WWE,BB,4.1
6,WWW,A,6.8
6,WY,A,6.8
6,WYND,B,2.1
6,WYNN,CCC,0.6
6,X,CCC,0.3
6,XEC,BB,4.1
6,XEL,AA,8.1
6,XHR,BB,3.2
6,XLNX,BBB,5.5
6,XNCR,B,2.8
6,XOM,BBB,4.5
6,XPER,B,1.9
6,XPO,B,2.3
6,XRAY,A,6.7
6,XRX,A,6.8
6,XYL,AAA,10
6,Y,B,2.3
6,YELP,BB,3.6
6,YETI,AA,7.8
6,YUM,BB,3
6,ZBH,CCC,1.2
6,ZBRA,A,6.1
6,ZION,A,6.2
6,ZTS,A,6.4
6,ZUMZ,BBB,5.1
7,A,AAA,8.8
7,AAL,CCC,0.7
7,AAON,A,5.8
7,AAP,BBB,4.6
7,AAPL,A,6.4
7,AAT,BB,3.2
7,AAWW,B,1.8
7,AAXN,BBB,5.6
7,ABBV,A,6.8
7,ABC,BBB,4.6
7,ABCB,BBB,4.6
7,ABG,BBB,4.4
7,ABM,A,7.1
7,ABMD,A,5.8
7,ABT,BBB,5.5
7,ABTX,BB,3.3
7,ACA,BBB,5.4
7,ACC,BBB,5.1
7,ACHC,BBB,4.6
7,ACIW,A,7.1
7,ACLS,B,2.6
7,ACM,AA,7.4
7,ACN,AAA,10
7,ADBE,AA,8.2
7,ADC,BB,3
7,ADI,BBB,4.8
7,ADM,BBB,4.9
7,ADNT,B,1.7
7,ADP,A,6.8
7,ADS,BB,3.5
7,ADSK,AA,7.9
7,ADTN,A,6.8
7,ADUS,A,6.9
7,AEE,BBB,5.5
7,AEGN,A,6.7
7,AEIS,B,2.6
7,AEL,B,1.9
7,AEO,A,6.9
7,AEP,A,7
7,AES,AA,7.2
7,AFG,BB,3.3
7,AFL,BB,4.2
7,AGCO,BBB,4.9
7,AGO,B,2.1
7,AGYS,B,2.6
7,AHH,BB,3.8
7,AIG,BB,3.3
7,AIN,BB,4.2
7,AIR,BBB,5.6
7,AIT,BB,3.5
7,AIV,B,2.4
7,AIZ,BB,3.5
7,AJG,BBB,5.1
7,AJRD,A,6.3
7,AKAM,BBB,5
7,AKR,B,2.2
7,ALB,BB,3.3
7,ALE,BB,4
7,ALEX,BBB,5.7
7,ALG,BBB,5.7
7,ALGN,A,6.1
7,ALGT,BB,4.1
7,ALL,BBB,5.6
7,ALLE,AA,7.3
7,ALRM,B,2.6
7,ALXN,B,2
7,AM,BB,4.2
7,AMAT,AA,8.4
7,AMBC,B,2.6
7,AMCX,B,1.6
7,AMD,BBB,4.5
7,AME,B,2.8
7,AMED,A,6.3
7,AMG,BBB,5.6
7,AMGN,AA,8.4
7,AMN,AA,8
7,AMP,BBB,5.6
7,AMPH,BB,3.3
7,AMSF,B,2.1
7,AMT,A,6.4
7,AMWD,BB,3.3
7,AMZN,BB,4.1
7,AN,BBB,5.4
7,ANDE,BB,4.2
7,ANET,BBB,5.2
7,ANF,B,2.3
7,ANGO,BBB,5.2
7,ANIK,BB,4
7,ANIP,BB,3.6
7,ANSS,A,6.2
7,ANTM,BB,4
7,AON,BB,4
7,AOS,BB,3.9
7,APA,BBB,4.9
7,APD,BBB,4.7
7,APEI,A,6.2
7,APH,BBB,5.2
7,APOG,BB,4.2
7,APTV,A,7
7,ARCB,A,5.8
7,ARE,A,6.5
7,ARI,BB,2.9
7,AROC,BBB,4.3
7,ARR,B,2.4
7,ARW,BBB,4.3
7,ARWR,B,2.4
7,ASB,BB,3.3
7,ASGN,BBB,4.5
7,ASH,B,2.1
7,ASIX,B,1.7
7,ASTE,BBB,5.4
7,ATGE,B,1.9
7,ATI,B,2.6
7,ATNI,B,1.5
7,ATO,BB,3.8
7,ATR,A,6.4
7,ATVI,BBB,5.2
7,AVA,A,7
7,AVAV,BBB,5.6
7,AVB,BBB,5.1
7,AVD,B,2.1
7,AVGO,B,1.6
7,AVNS,BB,3.9
7,AVNT,BB,3.3
7,AVT,A,6.5
7,AVY,BBB,5.6
7,AWK,BBB,5.1
7,AWR,BB,3.4
7,AX,B,1.7
7,AXL,BBB,4.3
7,AXP,AA,8.4
7,AYI,A,6.9
7,AZO,B,1.8
7,AZZ,B,1.6
7,B,A,6.1
7,BA,BB,3.1
7,BAC,BB,4.2
7,BANC,B,2.5
7,BANF,BBB,4.6
7,BANR,BBB,4.6
7,BAX,BB,4.2
7,BBBY,B,2.1
7,BBY,AAA,10
7,BC,BB,3.5
7,BCC,AAA,10
7,BCEI,B,2.8
7,BCO,BB,3.1
7,BCOR,B,2.6
7,BCPC,BB,4
7,BDC,BBB,4.3
7,BDN,A,6.2
7,BDX,BBB,5.5
7,BEAT,A,7.1
7,BEN,A,7.1
7,BF.B,A,6.8
7,BFS,B,2.2
7,BGS,BB,3.7
7,BHE,A,7
7,BHF,B,1.9
7,BHLB,BB,3.7
7,BIG,BBB,5.6
7,BIIB,A,6.4
7,BIO,BB,3
7,BJ,BBB,4.5
7,BJRI,BB,3.9
7,BK,A,6.8
7,BKE,BBB,4.4
7,BKH,BB,4
7,BKNG,BBB,4.6
7,BKR,AAA,9.3
7,BKU,BB,4.2
7,BLD,BB,4.2
7,BLDR,A,7
7,BLK,AA,8.2
7,BLKB,A,6.5
7,BLL,A,6.8
7,BLMN,B,1.7
7,BMI,AA,8.3
7,BMY,A,6.9
7,BOH,A,6.7
7,BOOM,BBB,5.2
7,BOOT,BB,4.1
7,BPFH,BB,4.2
7,BR,BBB,4.7
7,BRC,A,5.9
7,BRK.B,BB,3
7,BRKL,BB,3.3
7,BRKS,BB,2.9
7,BRO,BB,3.5
7,BRX,BBB,4.3
7,BSIG,BB,3.8
7,BSX,B,1.5
7,BWA,A,6.1
7,BXP,A,6.8
7,BXS,BBB,5
7,BYD,BBB,4.5
7,C,BB,4.2
7,CABO,A,5.9
7,CACI,BB,2.9
7,CADE,BBB,5
7,CAG,BBB,4.9
7,CAH,AA,7.4
7,CAKE,BB,3.9
7,CALM,B,1.7
7,CAR,AA,8.4
7,CASH,BB,4.2
7,CASY,BB,4.2
7,CAT,A,7
7,CATM,BB,3.5
7,CATO,B,1.8
7,CATY,BB,3.3
7,CB,BBB,4.4
7,CBOE,BB,3
7,CBRE,AA,8.4
7,CBRL,B,1.7
7,CBSH,BBB,4.6
7,CBT,B,2
7,CBU,BB,4.2
7,CC,BB,3.2
7,CCI,BB,3
7,CCMP,BBB,4.5
7,CCOI,BB,3
7,CCS,BBB,4.3
7,CDAY,BBB,4.4
7,CDK,BB,2.9
7,CDNS,AA,7.9
7,CDW,B,2.2
7,CE,BBB,4.7
7,CENT,B,1.5
7,CENX,BB,4
7,CERN,A,7
7,CEVA,B,1.6
7,CF,CCC,0.7
7,CFFN,B,1.7
7,CFG,BBB,5.4
7,CFR,A,6.2
7,CFX,B,2.6
7,CGNX,A,6.5
7,CHCO,BB,2.9
7,CHCT,B,1.9
7,CHD,BBB,5.1
7,CHDN,BBB,4.8
7,CHE,BBB,4.6
7,CHEF,BB,4.2
7,CHH,BB,3.2
7,CHRS,BBB,5.6
7,CHRW,A,6.8
7,CHTR,B,2.5
7,CHX,A,6.8
7,CI,A,7.1
7,CIEN,A,6.8
7,CINF,B,1.5
7,CIT,BB,2.9
7,CKH,B,1.5
7,CL,AA,8.5
7,CLB,AA,8.2
7,CLDT,BB,3
7,CLF,BB,4.1
7,CLGX,BB,3.5
7,CLH,BBB,4.3
7,CLI,B,1.6
7,CLW,BB,3.2
7,CLX,AA,7.7
7,CMA,A,5.8
7,CMC,BBB,4.4
7,CMCSA,BB,3.9
7,CMD,BBB,4.8
7,CME,BBB,4.3
7,CMG,BBB,5.2
7,CMI,AAA,10
7,CMO,BB,3.2
7,CMP,BBB,5.7
7,CMS,AA,8.1
7,CMTL,BB,3.2
7,CNC,BBB,4.3
7,CNK,A,6.1
7,CNMD,BB,4.2
7,CNO,B,2.8
7,CNP,BB,3.6
7,CNSL,B,2.1
7,CNX,BBB,5.1
7,CNXN,B,1.7
7,COF,B,2
7,COG,B,2.3
7,COHR,A,7
7,COHU,B,1.6
7,COKE,B,1.6
7,COLB,BBB,5
7,COLM,A,6.2
7,CONE,BBB,4.4
7,COO,BBB,5.2
7,COOP,BBB,5.4
7,COP,AA,7.2
7,COR,A,6.2
7,CORE,BBB,5.6
7,CORT,BB,3.1
7,COST,BB,4.2
7,COTY,BB,3.3
7,CPB,AA,7.7
7,CPF,B,1.7
7,CPK,BBB,5.1
7,CPRI,BB,3.8
7,CPRT,A,6.7
7,CPSI,BBB,4.5
7,CPT,BBB,4.6
7,CR,BBB,5.2
7,CREE,A,6.8
7,CRI,BB,3.5
7,CRL,B,1.5
7,CRM,AAA,10
7,CRMT,BBB,4.6
7,CROX,A,6.8
7,CRS,B,1.5
7,CRUS,A,6.1
7,CRVL,BBB,5.7
7,CRY,BB,3.6
7,CSCO,A,6.8
7,CSGS,BBB,4.4
7,CSII,A,6.4
7,CSL,A,6.7
7,CSX,A,7.1
7,CTAS,BBB,4.5
7,CTB,BBB,5.2
7,CTLT,BBB,5.6
7,CTRE,B,2.2
7,CTS,A,7
7,CTSH,A,6.5
7,CTXS,A,7.1
7,CUB,AA,7.8
7,CUBI,BB,3.7
7,CUZ,BB,3.2
7,CVBF,BB,3.7
7,CVCO,BBB,4.7
7,CVGW,BB,3.7
7,CVLT,BB,4.1
7,CVS,BBB,5.71
7,CVX,BBB,5.2
7,CWT,BB,3.2
7,CXO,B,2.8
7,CXW,CCC,0
7,CYH,B,2
7,CYTK,B,1.6
7,D,A,6.4
7,DAL,A,6.3
7,DAN,BB,3.9
7,DAR,BBB,5.1
7,DBD,BB,3.2
7,DBI,BBB,4.9
7,DCI,A,5.8
7,DCOM,B,2.5
7,DD,A,6
7,DDD,BB,3.6
7,DE,A,7
7,DEA,A,6.5
7,DECK,AA,8.5
7,DEI,A,6.8
7,DFS,BB,3.6
7,DG,B,2.8
7,DGX,AA,7.7
7,DHC,B,2.2
7,DHI,B,2.7
7,DHR,BB,3.6
7,DIN,A,7
7,DIOD,B,1.6
7,DIS,BBB,5
7,DISCA,BBB,4.3
7,DISH,CCC,1.4
7,DKS,BB,3.1
7,DLR,BB,4.1
7,DLTR,B,2.3
7,DLX,BBB,5.7
7,DNKN,A,6.5
7,DNOW,BB,3.5
7,DOC,B,2.7
7,DORM,BBB,4.8
7,DOV,BBB,4.5
7,DPZ,BBB,5.2
7,DRE,BBB,5.4
7,DRH,BBB,4.9
7,DRI,BBB,5.7
7,DRQ,BB,4
7,DTE,A,6.6
7,DUK,BBB,5.3
7,DVA,BBB,5.7
7,DVN,BBB,5.6
7,DXC,BBB,5.6
7,DXCM,BBB,5.2
7,DXPE,B,1.6
7,DY,BB,3.1
7,EA,A,6.8
7,EAT,BBB,4.3
7,EBAY,BBB,5.6
7,EBIX,B,1.5
7,EBS,B,2.4
7,ECHO,AA,8.2
7,ECL,AAA,10
7,ECOL,B,2.4
7,ECPG,BBB,5.6
7,ED,AA,7.2
7,EFX,BB,4.2
7,EGBN,B,2.5
7,EGHT,BBB,4.4
7,EGOV,B,1.8
7,EGP,B,1.6
7,EGRX,A,6
7,EHC,A,6.9
7,EHTH,BBB,4.4
7,EIG,B,2.5
7,EIX,BBB,5.1
7,EL,BBB,5.4
7,ELY,BBB,5.7
7,EME,AA,7.9
7,EMN,BB,3.9
7,EMR,BB,4.1
7,ENDP,BB,3.9
7,ENPH,BB,3.5
7,ENR,BBB,4.6
7,ENS,BBB,4.4
7,ENSG,BBB,5.7
7,ENTA,BB,3.6
7,ENVA,CCC,1.2
7,EOG,BB,4.1
7,EPAC,BBB,5.5
7,EPAY,BBB,4.7
7,EPC,BBB,4.6
7,EPR,B,2.2
7,EPRT,BBB,5.1
7,EQIX,AA,7.4
7,EQR,BBB,5.7
7,EQT,BBB,4.4
7,ES,AA,8.3
7,ESE,A,6.5
7,ESNT,B,2.1
7,ESS,BB,3.5
7,ETH,BBB,5.4
7,ETN,BBB,5.6
7,ETR,A,7
7,ETRN,BB,3.3
7,ETSY,BBB,5.6
7,EV,B,2.6
7,EVR,BB,3.2
7,EVRG,BB,3.2
7,EVTC,B,1.5
7,EW,AA,8.5
7,EWBC,BB,3.7
7,EXC,AA,8.1
7,EXEL,B,2
7,EXLS,BBB,4.7
7,EXP,B,2.5
7,EXPD,AAA,10
7,EXPE,BBB,5.1
7,EXPO,BBB,4.5
7,EXR,BB,3.5
7,EXTR,BBB,4.4
7,EZPW,B,2.4
7,F,B,1.9
7,FAF,A,6.5
7,FANG,B,2.8
7,FARO,BBB,5.7
7,FAST,A,6.8
7,FB,BBB,4.6
7,FBC,BB,3.7
7,FBHS,A,6.7
7,FBK,B,1.7
7,FBM,BBB,4.8
7,FBNC,B,2.5
7,FBP,B,2.5
7,FCF,BB,2.9
7,FCFS,BB,4
7,FCN,A,6.4
7,FCPT,BB,4.1
7,FCX,BB,3.4
7,FDP,BBB,4.3
7,FDS,AA,8
7,FDX,BB,4.1
7,FE,BBB,5.3
7,FELE,A,6.8
7,FF,B,2.1
7,FFBC,A,6.2
7,FFIN,BBB,5
7,FFIV,BBB,4.8
7,FHB,BB,4.2
7,FHI,BB,3.5
7,FHN,BB,4.2
7,FICO,A,6.5
7,FIS,BB,4.1
7,FISV,BBB,4.7
7,FITB,BB,3.7
7,FIVE,BBB,4.6
7,FIX,AA,7.7
7,FIZZ,CCC,0
7,FL,BBB,5.6
7,FLIR,A,7
7,FLO,BB,3.7
7,FLOW,BB,3.9
7,FLR,AA,7.2
7,FLS,A,7.1
7,FLT,B,2.4
7,FMBI,BB,2.9
7,FMC,BB,4
7,FN,A,6.5
7,FNB,BB,2.9
7,FOE,B,2.8
7,FORM,B,2.6
7,FORR,BB,4.2
7,FOXF,BB,3.9
7,FR,BB,3
7,FRC,BBB,4.6
7,FRT,BBB,4.3
7,FSLR,A,6.8
7,FSP,BBB,4.3
7,FSS,BBB,5.7
7,FTI,AA,7.3
7,FTNT,BBB,5.3
7,FTV,BBB,5.2
7,FUL,BBB,4.9
7,FULT,A,6.2
7,FWRD,B,2.7
7,GATX,BBB,5.5
7,GBCI,BBB,4.6
7,GBX,BB,4.1
7,GCO,BBB,5.6
7,GCP,B,1.9
7,GD,BB,4.1
7,GDOT,BB,3.6
7,GE,A,5.8
7,GEF,A,6.8
7,GEO,CCC,0
7,GES,BB,4.1
7,GFF,B,1.8
7,GGG,BBB,4.8
7,GHC,BBB,4.6
7,GIII,B,2.1
7,GILD,AA,8.56
7,GIS,AA,7.7
7,GKOS,BBB,4.8
7,GL,BB,3.9
7,GLT,B,1.8
7,GLUU,B,2.3
7,GLW,A,6.1
7,GM,CCC,0.3
7,GME,BBB,5.4
7,GMED,BBB,5.5
7,GMS,BBB,5.5
7,GNL,B,2.4
7,GNRC,BBB,5.6
7,GNTX,BB,3.9
7,GNW,BB,4.2
7,GOOGL,AA,7.9
7,GPC,BBB,4.4
7,GPI,BBB,4.6
7,GPMT,BB,3.5
7,GPN,B,1.5
7,GPS,AA,7.2
7,GRMN,A,6.2
7,GRUB,BB,4.1
7,GS,BBB,4.5
7,GT,BBB,4.8
7,GTLS,BBB,5.2
7,GTY,B,1.9
7,GVA,AA,7.7
7,GWB,A,6.2
7,GWW,AA,8.4
7,HA,BBB,5.6
7,HAE,BBB,5.2
7,HAFC,BB,4.2
7,HAIN,BBB,5.1
7,HAL,BBB,5.7
7,HALO,BBB,4.4
7,HAS,AA,8.56
7,HAYN,B,1.5
7,HBAN,BB,3.7
7,HBI,AA,7.4
7,HCA,A,6
7,HCC,B,1.8
7,HCI,B,2.4
7,HCSG,A,5.9
7,HD,AA,8.5
7,HE,A,6.2
7,HELE,A,6.9
7,HES,AA,8.5
7,HFC,BB,3.8
7,HFWA,BBB,4.6
7,HI,BBB,4.5
7,HIBB,A,5.9
7,HIG,BB,4
7,HII,A,6.9
7,HIW,B,1.9
7,HLIT,A,6
7,HLT,BBB,4.3
7,HLX,BB,3.8
7,HMN,BB,3.3
7,HMST,A,7.1
7,HMSY,BBB,5.2
7,HNGR,A,6.3
7,HNI,BBB,5.7
7,HOG,BBB,5.5
7,HOLX,BBB,4.8
7,HOMB,B,1.7
7,HON,AA,7.4
7,HOPE,BB,3.3
7,HP,B,1.5
7,HPE,AA,8
7,HPP,BB,3
7,HPQ,A,6.8
7,HQY,BB,3.4
7,HR,B,1.6
7,HRB,BB,4.2
7,HRC,BBB,5.2
7,HRL,A,7.1
7,HSC,BB,3.7
7,HSIC,AAA,10
7,HSII,BBB,5.2
7,HSKA,A,5.8
7,HST,A,6.5
7,HSTM,B,1.5
7,HSY,BBB,5.1
7,HTLD,BBB,5.5
7,HUBB,BBB,4.7
7,HUBG,AA,7.7
7,HUM,BBB,5.1
7,HVT,BBB,5.4
7,HWC,BB,4.2
7,HWKN,B,2.6
7,HWM,BBB,5.3
7,HXL,A,6.6
7,HZO,A,6.4
7,IART,B,2.7
7,IBKR,B,2.4
7,IBM,AA,8.5
7,IBOC,A,5.8
7,IBP,B,2.7
7,IBTX,B,2.5
7,ICE,BBB,5.7
7,ICHR,BBB,4.5
7,ICUI,B,2.1
7,IDA,A,7
7,IDCC,BBB,5.6
7,IDXX,AA,8.2
7,IEX,A,6.5
7,IFF,AA,7.7
